"trial_type","trial_index","time_elapsed","internal_node_id","Script_Picker","rt","url","responses","question_order","stimulus","key_press"
"image-keyboard-response","53","270970","0.0-4.0-0.9","15","668.7150000361726","","","","Images/NewTrialWC.png","37"
"image-keyboard-response","54","271222","0.0-4.0-1.9","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","55","271724","0.0-4.0-2.9","15","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","56","273685","0.0-4.0-0.10","15","1960.4299999773502","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","57","273937","0.0-4.0-1.10","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","58","274439","0.0-4.0-2.10","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","59","274834","0.0-4.0-0.11","15","392.43000000715256","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","60","275086","0.0-4.0-1.11","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","61","275588","0.0-4.0-2.11","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","62","275946","0.0-4.0-0.12","15","356.2899999669753","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","63","276198","0.0-4.0-1.12","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","64","276700","0.0-4.0-2.12","15","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","65","278466","0.0-4.0-0.13","15","1765.2549999766052","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","66","278717","0.0-4.0-1.13","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","67","279219","0.0-4.0-2.13","15","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","68","279454","0.0-4.0-0.14","15","233.6500000092201","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","69","279706","0.0-4.0-1.14","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","70","280209","0.0-4.0-2.14","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","71","280766","0.0-4.0-0.15","15","556.5599999972619","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","72","281017","0.0-4.0-1.15","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","73","281519","0.0-4.0-2.15","15","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","74","282686","0.0-4.0-0.16","15","1165.5800000298768","","","","Images/NewTrialBC.png","39"
"image-keyboard-response","75","282937","0.0-4.0-1.16","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","76","283439","0.0-4.0-2.16","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","77","284831","0.0-4.0-0.17","15","1391.6500000050291","","","","Images/NewTrialWC.png","37"
"image-keyboard-response","78","285083","0.0-4.0-1.17","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","79","285584","0.0-4.0-2.17","15","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","80","286279","0.0-4.0-0.18","15","693.3500000159256","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","81","286531","0.0-4.0-1.18","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","82","287033","0.0-4.0-2.18","15","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","83","289111","0.0-4.0-0.19","15","2077.1300000487827","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","84","289362","0.0-4.0-1.19","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","85","289863","0.0-4.0-2.19","15","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","86","290954","0.0-4.0-0.20","15","1090.250000008382","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","87","291206","0.0-4.0-1.20","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","88","291708","0.0-4.0-2.20","15","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","89","292154","0.0-4.0-0.21","15","445.27000002563","","","","Images/NewTrialBC.png","39"
"image-keyboard-response","90","292406","0.0-4.0-1.21","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","91","292908","0.0-4.0-2.21","15","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","92","293842","0.0-4.0-0.22","15","933.5500000161119","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","93","294094","0.0-4.0-1.22","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","94","294596","0.0-4.0-2.22","15","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","95","294966","0.0-4.0-0.23","15","369.2600000067614","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","96","295217","0.0-4.0-1.23","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","97","295718","0.0-4.0-2.23","15","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","98","296054","0.0-4.0-0.24","15","334.09000001847744","","","","Images/NewTrialBC.png","39"
"image-keyboard-response","99","296306","0.0-4.0-1.24","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","100","296808","0.0-4.0-2.24","15","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","101","297454","0.0-4.0-0.25","15","645.6149999867193","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","102","297706","0.0-4.0-1.25","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","103","298208","0.0-4.0-2.25","15","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","104","299278","0.0-4.0-0.26","15","1068.8649999792688","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","105","299529","0.0-4.0-1.26","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","106","300032","0.0-4.0-2.26","15","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","107","300390","0.0-4.0-0.27","15","357.2849999764003","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","108","300642","0.0-4.0-1.27","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","109","301144","0.0-4.0-2.27","15","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","110","301498","0.0-4.0-0.28","15","353.05000003427267","","","","Images/NewTrialBC.png","39"
"image-keyboard-response","111","301750","0.0-4.0-1.28","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","112","302252","0.0-4.0-2.28","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","113","304682","0.0-4.0-0.29","15","2429.6399999875575","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","114","304934","0.0-4.0-1.29","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","115","305435","0.0-4.0-2.29","15","362.749999971129","","","","Images/WhiteBeadChoiceCorrect.png","39"
"image-keyboard-response","116","305883","0.0-4.0-0.30","15","446.5100000379607","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","117","306134","0.0-4.0-1.30","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","118","306635","0.0-4.0-2.30","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","119","307229","0.0-4.0-0.31","15","593.2899999897927","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","120","307481","0.0-4.0-1.31","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","121","307982","0.0-4.0-2.31","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","122","308708","0.0-4.0-0.32","15","724.7050000005402","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","123","308960","0.0-4.0-1.32","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","124","309462","0.0-4.0-2.32","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","125","310118","0.0-4.0-0.33","15","654.964999994263","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","126","310369","0.0-4.0-1.33","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","127","310871","0.0-4.0-2.33","15","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","128","311735","0.0-4.0-0.34","15","861.6950000287034","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","129","311986","0.0-4.0-1.34","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","130","312489","0.0-4.0-2.34","15","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","131","313836","0.0-4.0-0.35","15","1346.7050000326708","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","132","314087","0.0-4.0-1.35","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","133","314589","0.0-4.0-2.35","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","134","314910","0.0-4.0-0.36","15","320.7249999977648","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","135","315162","0.0-4.0-1.36","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","136","315664","0.0-4.0-2.36","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","137","316030","0.0-4.0-0.37","15","364.88499998813495","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","138","316281","0.0-4.0-1.37","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","139","316784","0.0-4.0-2.37","15","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","140","317430","0.0-4.0-0.38","15","645.2399999834597","","","","Images/NewTrialBC.png","39"
"image-keyboard-response","141","317682","0.0-4.0-1.38","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","142","318184","0.0-4.0-2.38","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","143","319223","0.0-4.0-0.39","15","1038.2649999810383","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","144","319475","0.0-4.0-1.39","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","145","319978","0.0-4.0-2.39","15","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","146","321166","0.0-4.0-0.40","15","1188.1350000039674","","","","Images/NewTrialBC.png","39"
"image-keyboard-response","147","321419","0.0-4.0-1.40","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","148","321920","0.0-4.0-2.40","15","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","149","322347","0.0-4.0-0.41","15","425.29499996453524","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","150","322598","0.0-4.0-1.41","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","151","323101","0.0-4.0-2.41","15","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","152","323634","0.0-4.0-0.42","15","533.1350000342354","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","153","323887","0.0-4.0-1.42","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","154","324389","0.0-4.0-2.42","15","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","155","325391","0.0-4.0-0.43","15","1001.3150000013411","","","","Images/NewTrialWC.png","37"
"image-keyboard-response","156","325644","0.0-4.0-1.43","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","157","326145","0.0-4.0-2.43","15","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","158","326563","0.0-4.0-0.44","15","415.05000001052395","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","159","326814","0.0-4.0-1.44","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","160","327315","0.0-4.0-2.44","15","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","161","328082","0.0-4.0-0.45","15","766.0049999831244","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","162","328334","0.0-4.0-1.45","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","163","328836","0.0-4.0-2.45","15","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","164","329783","0.0-4.0-0.46","15","944.9649999733083","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","165","330034","0.0-4.0-1.46","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","166","330536","0.0-4.0-2.46","15","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","167","331023","0.0-4.0-0.47","15","486.2100000027567","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","168","331275","0.0-4.0-1.47","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","169","331777","0.0-4.0-2.47","15","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","170","332595","0.0-4.0-0.48","15","816.8849999783561","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","171","332846","0.0-4.0-1.48","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","172","333348","0.0-4.0-2.48","15","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","173","335263","0.0-4.0-0.49","15","1912.3449999606237","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","174","335515","0.0-4.0-1.49","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","175","336017","0.0-4.0-2.49","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","176","336448","0.0-4.0-0.50","15","429.9449999816716","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","177","336699","0.0-4.0-1.50","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","178","337200","0.0-4.0-2.50","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","179","337611","0.0-4.0-0.51","15","409.8099999828264","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","180","337864","0.0-4.0-1.51","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","181","338365","0.0-4.0-2.51","15","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","182","339127","0.0-4.0-0.52","15","761.0700000077486","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","183","339379","0.0-4.0-1.52","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","184","339881","0.0-4.0-2.52","15","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","185","340235","0.0-4.0-0.53","15","353.4100000397302","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","186","340486","0.0-4.0-1.53","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","187","340988","0.0-4.0-2.53","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","188","341809","0.0-4.0-0.54","15","819.4950000033714","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","189","342060","0.0-4.0-1.54","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","190","342562","0.0-4.0-2.54","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","191","342830","0.0-4.0-0.55","15","267.3899999936111","","","","Images/NewTrialWC.png","37"
"image-keyboard-response","192","343082","0.0-4.0-1.55","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","193","343583","0.0-4.0-2.55","15","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","194","344463","0.0-4.0-0.56","15","878.8349999813363","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","195","344714","0.0-4.0-1.56","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","196","345215","0.0-4.0-2.56","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","197","346947","0.0-4.0-0.57","15","1731.104999955278","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","198","347198","0.0-4.0-1.57","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","199","347700","0.0-4.0-2.57","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","200","348230","0.0-4.0-0.58","15","529.7949999803677","","","","Images/NewTrialWC.png","37"
"image-keyboard-response","201","348482","0.0-4.0-1.58","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","202","348984","0.0-4.0-2.58","15","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","203","349574","0.0-4.0-0.59","15","589.0749999671243","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","204","349826","0.0-4.0-1.59","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","205","350327","0.0-4.0-2.59","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","206","350975","0.0-4.0-0.60","15","647.4750000052154","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","207","351227","0.0-4.0-1.60","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","208","351729","0.0-4.0-2.60","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","209","352539","0.0-4.0-0.61","15","809.8800000152551","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","210","352791","0.0-4.0-1.61","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","211","353292","0.0-4.0-2.61","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","212","353686","0.0-4.0-0.62","15","393.0699999909848","","","","Images/NewTrialWC.png","37"
"image-keyboard-response","213","353936","0.0-4.0-1.62","15","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","214","354438","0.0-4.0-2.62","15","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","215","354947","0.0-4.0-0.63","15","508.9199999929406","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","216","355199","0.0-4.0-1.63","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","217","355701","0.0-4.0-2.63","15","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","218","356046","0.0-4.0-0.64","15","345.15000000828877","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","219","356298","0.0-4.0-1.64","15","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","220","356800","0.0-4.0-2.64","15","470.9650000440888","","","","Images/WhiteBeadChoiceCorrect.png","39"
"image-keyboard-response","221","357315","0.0-4.0-0.65","15","513.974999950733","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","222","357566","0.0-4.0-1.65","15","null","","","","Images/WhiteBeadChoice.png","null"
