"trial_type","trial_index","time_elapsed","internal_node_id","Script_Picker","Block_Type","rt","url","responses","question_order","stimulus","key_press"
"pavlovia","0","3","0.0-0.0","2","High_HMMActual","","","","","",""
"external-html","1","37016","0.0-1.0-0.0","2","High_HMMActual","36883.709999998246","consent.html","","","",""
"survey-multi-choice","2","56075","0.0-1.0-1.0","2","High_HMMActual","19055.88500000158","","{""Q0"":""Male"",""Q1"":""White""}","[0,1]","",""
"survey-text","3","60508","0.0-1.0-2.0","2","High_HMMActual","4424.2750000012165","","{""Q0"":""20""}","","",""
"survey-text","4","68833","0.0-1.0-3.0","2","High_HMMActual","8207.965000001423","","{""Q0"":""5ea96335f1853407044dfc36""}","","",""
"html-keyboard-response","5","97772","0.0-2.0-0.0","2","High_HMMActual","28830.18499999889","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>In this task you will see black or white beads being pulled from jars. <br><br>On each trial, a bead will be pulled from one of two jars. Once you see this bead, your goal is to predict the color of NEXT bead that will be pulled. <br> <br>Every time you correctly guess the color of the NEXT bead, you will get a point. <br><br>Press the SPACEBAR to continue.</p><div>","32"
"html-keyboard-response","6","115084","0.0-2.0-1.0","2","High_HMMActual","17309.909999999945","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>Jars are filled with 80% white or black beads and 20% of the opposite color mixed in.<br><br>Press the SPACEBAR to continue. </p><div>","32"
"image-keyboard-response","7","138893","0.0-2.0-2.0","2","High_HMMActual","23805.225000000064","","","","resources/WhiteJar_HMM.png","32"
"image-keyboard-response","8","143640","0.0-2.0-3.0","2","High_HMMActual","4745.514999998704","","","","resources/BlackJar_HMM.png","32"
"html-keyboard-response","9","156363","0.0-2.0-4.0","2","High_HMMActual","12721.129999998084","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>There will be two blocks of trials. Each block will contain 500 trials. <br><br>Here are examples of what you will see on each trial.<br><br>Press the SPACEBAR to continue. </p><div>","32"
"image-keyboard-response","10","160411","0.0-2.0-5.0","2","High_HMMActual","4046.150000001944","","","","Images/NoChoice.png","32"
"html-keyboard-response","11","201247","0.0-2.0-6.0","2","High_HMMActual","40834.25000000352","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p> The jar the beads are pulled from is NOT choosen at random on each trial.<br><br>After each prediction, there will be a chance that the jars will switch, and that the next bead will be pulled from the opposite jar as the previous trial.<br><br>In each block, the chance that a jar will switch will either be LOW (the jars will not switch very often), or HIGH (the jars will switch almost all the time).<br><br>At the start of each block, you will be told the probability that the jars will switch on each trial. This switch probability will stay constant throughout the block.<br><br>We will now show you some examples of beads being drawn from jars. The bead will appear in the middle of the screen, and the jar the bead was pulled from will be indicated with a black rectangle.<br><br>Press the SPACEBAR to continue. </p><div>","32"
"image-keyboard-response","12","217338","0.0-2.0-7.0","2","High_HMMActual","16089.005000001634","","","","Images/TutorialWhiteJarDrawHMMC.png","32"
"image-keyboard-response","13","218786","0.0-2.0-8.0","2","High_HMMActual","1445.6999999965774","","","","Images/TutorialBlackJarDrawHMMC.png","32"
"image-keyboard-response","14","220662","0.0-2.0-9.0","2","High_HMMActual","1873.8700000030803","","","","Images/TutorialBlackJarDrawHMMI.png","32"
