"trial_type","trial_index","time_elapsed","internal_node_id","Script_Picker","Block_Type","rt","url","responses","question_order","stimulus","key_press"
"pavlovia","0","2","0.0-0.0","6","Low_HMMActual","","","","","",""
"external-html","1","41533","0.0-1.0-0.0","6","Low_HMMActual","41479.93000000133","consent.html","","","",""
"survey-multi-choice","2","81432","0.0-1.0-1.0","6","Low_HMMActual","39896.925000008196","","{""Q0"":""Male"",""Q1"":""White""}","[0,1]","",""
"survey-text","3","86503","0.0-1.0-2.0","6","Low_HMMActual","5069.5899999991525","","{""Q0"":""44""}","","",""
"survey-text","4","94411","0.0-1.0-3.0","6","Low_HMMActual","7804.8150000104215","","{""Q0"":""5cb4c1800f6de500130bede9""}","","",""
"html-keyboard-response","5","120150","0.0-2.0-0.0","6","Low_HMMActual","25637.289999984205","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>In this task you will see black or white beads being pulled from jars. <br><br>On each trial, a bead will be pulled from one of two jars. Once you see this bead, your goal is to predict the color of NEXT bead that will be pulled. <br> <br>Every time you correctly guess the color of the NEXT bead, you will get a point. <br><br>Press the SPACEBAR to continue.</p><div>","32"
"html-keyboard-response","6","135334","0.0-2.0-1.0","6","Low_HMMActual","15183.474999997998","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>Jars are filled with 85% white or black beads and 15% of the opposite color mixed in<br><br>Press the SPACEBAR to continue. </p><div>","32"
"image-keyboard-response","7","143273","0.0-2.0-2.0","6","Low_HMMActual","7938.72000000556","","","","resources/WhiteJar_HMM.png","32"
"image-keyboard-response","8","147224","0.0-2.0-3.0","6","Low_HMMActual","3950.2600000123493","","","","resources/BlackJar_HMM.png","32"
"html-keyboard-response","9","155518","0.0-2.0-4.0","6","Low_HMMActual","8293.634999979986","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>There will be two blocks of trials. Each block will contain 500 trials. <br><br>Here are examples of what you will see on each trial.<br><br>Press the SPACEBAR to continue. </p><div>","32"
"image-keyboard-response","10","159490","0.0-2.0-5.0","6","Low_HMMActual","3972.0799999777228","","","","Images/NoChoice.png","32"
"html-keyboard-response","11","190338","0.0-2.0-6.0","6","Low_HMMActual","30847.604999988107","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p> The jar the beads are pulled from is NOT choosen at random on each trial.<br><br>After each prediction, there will be a chance that the jars will switch, and that the next bead will be pulled from the opposite jar as the previous trial.<br><br>In each block, the chance that a jar will switch will either be LOW (the jars will not switch very often), or HIGH (the jars will switch almost all the time).<br><br>At the start of each block, you will be told the probability that the jars will switch on each trial. This switch probability will stay constant throughout the block.<br><br>Press the SPACEBAR to continue. </p><div>","32"
"image-keyboard-response","12","193809","0.0-2.0-7.0","6","Low_HMMActual","3470.294999977341","","","","Images/TutorialWhiteJarDrawHMMC.png","32"
"image-keyboard-response","13","195460","0.0-2.0-8.0","6","Low_HMMActual","1650.4249999998137","","","","Images/TutorialBlackJarDrawHMMC.png","32"
"image-keyboard-response","14","196877","0.0-2.0-9.0","6","Low_HMMActual","1416.1949999979697","","","","Images/TutorialBlackJarDrawHMMI.png","32"
"html-keyboard-response","15","218519","0.0-2.0-10.0","6","Low_HMMActual","21641.374999977415","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p> As you observed, a white bead was pulled from a 85% white jar, the jars switched and a black bead was pulled from the 85% black jar, but then low-probability white bead was pulled from the 90% black jar. <br><br>In these mixed-jar blocks, you will first have to figure out which jar the current bead was pulled from, then use the jar switch probability to predict the color of the next bead.<br><br>Press SPACEBAR to conitnue.</p><div>","32"
"html-keyboard-response","16","221761","0.0-2.0-11.0","6","Low_HMMActual","3241.8450000113808","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p> You will now be given a 2 question quiz to make sure you understand the fundamentals. </p><div>","32"
"image-keyboard-response","17","465493","0.0-2.0-12.0","6","Low_HMMActual","243730.9499999974","","","","Images/TutorialQuestion1.png","39"
"image-keyboard-response","18","592793","0.0-2.0-13.0","6","Low_HMMActual","122299.4249999756","","","","Images/TutorialQuestion2.png","38"
"html-keyboard-response","19","643815","0.0-3.0","6","Low_HMMActual","48049.15500001516","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>Loading episode&hellip;</p><div>","32"
"image-keyboard-response","20","705773","0.0-4.0-0.0","6","Low_HMMActual","61957.52499997616","","","","Images/NoChoice.png","37"
"image-keyboard-response","21","706025","0.0-4.0-1.0","6","Low_HMMActual","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","22","706525","0.0-4.0-2.0","6","Low_HMMActual","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","23","710533","0.0-4.0-0.1","6","Low_HMMActual","4007.2199999995064","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","24","710784","0.0-4.0-1.1","6","Low_HMMActual","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","25","711286","0.0-4.0-2.1","6","Low_HMMActual","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","26","716075","0.0-4.0-0.2","6","Low_HMMActual","4789.010000007693","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","27","716326","0.0-4.0-1.2","6","Low_HMMActual","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","28","716827","0.0-4.0-2.2","6","Low_HMMActual","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","29","722215","0.0-4.0-0.3","6","Low_HMMActual","5387.329999997746","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","30","722467","0.0-4.0-1.3","6","Low_HMMActual","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","31","722969","0.0-4.0-2.3","6","Low_HMMActual","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","32","725005","0.0-4.0-0.4","6","Low_HMMActual","2035.0650000036694","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","33","725256","0.0-4.0-1.4","6","Low_HMMActual","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","34","725757","0.0-4.0-2.4","6","Low_HMMActual","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","35","727417","0.0-4.0-0.5","6","Low_HMMActual","1659.525000024587","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","36","727668","0.0-4.0-1.5","6","Low_HMMActual","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","37","728169","0.0-4.0-2.5","6","Low_HMMActual","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","38","732992","0.0-4.0-0.6","6","Low_HMMActual","4822.71999999648","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","39","733244","0.0-4.0-1.6","6","Low_HMMActual","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","40","733745","0.0-4.0-2.6","6","Low_HMMActual","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","41","734684","0.0-4.0-0.7","6","Low_HMMActual","938.5450000117999","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","42","734935","0.0-4.0-1.7","6","Low_HMMActual","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","43","735436","0.0-4.0-2.7","6","Low_HMMActual","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","44","737498","0.0-4.0-0.8","6","Low_HMMActual","2061.8050000048243","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","45","737749","0.0-4.0-1.8","6","Low_HMMActual","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","46","738251","0.0-4.0-2.8","6","Low_HMMActual","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","47","739977","0.0-4.0-0.9","6","Low_HMMActual","1724.7299999871757","","","","Images/NewTrialBC.png","39"
"image-keyboard-response","48","740228","0.0-4.0-1.9","6","Low_HMMActual","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","49","740729","0.0-4.0-2.9","6","Low_HMMActual","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","50","741723","0.0-4.0-0.10","6","Low_HMMActual","993.4850000136066","","","","Images/NewTrialBC.png","39"
"image-keyboard-response","51","741975","0.0-4.0-1.10","6","Low_HMMActual","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","52","742476","0.0-4.0-2.10","6","Low_HMMActual","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","53","743303","0.0-4.0-0.11","6","Low_HMMActual","826.7650000052527","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","54","743554","0.0-4.0-1.11","6","Low_HMMActual","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","55","744056","0.0-4.0-2.11","6","Low_HMMActual","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","56","745489","0.0-4.0-0.12","6","Low_HMMActual","1432.3199999926146","","","","Images/NewTrialWC.png","37"
"image-keyboard-response","57","745740","0.0-4.0-1.12","6","Low_HMMActual","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","58","746241","0.0-4.0-2.12","6","Low_HMMActual","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","59","747694","0.0-4.0-0.13","6","Low_HMMActual","1452.4700000183657","","","","Images/NewTrialWC.png","37"
"image-keyboard-response","60","747947","0.0-4.0-1.13","6","Low_HMMActual","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","61","748448","0.0-4.0-2.13","6","Low_HMMActual","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","62","753996","0.0-4.0-0.14","6","Low_HMMActual","5547.449999983655","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","63","754246","0.0-4.0-1.14","6","Low_HMMActual","null","","","","Images/WhiteBeadChoice.png","null"
