"trial_type","trial_index","time_elapsed","internal_node_id","Script_Picker","Block_Type","rt","url","responses","question_order","stimulus","key_press"
"pavlovia","0","2","0.0-0.0","20","Low_HMMActual","","","","","",""
"external-html","1","36798","0.0-1.0-0.0","20","Low_HMMActual","36731.89000000093","consent.html","","","",""
"survey-multi-choice","2","75270","0.0-1.0-1.0","20","Low_HMMActual","38470.20499999962","","{""Q0"":""Male"",""Q1"":""White""}","[0,1]","",""
"survey-text","3","78646","0.0-1.0-2.0","20","Low_HMMActual","3369.3350000012288","","{""Q0"":""27""}","","",""
"survey-text","4","84206","0.0-1.0-3.0","20","Low_HMMActual","5457.070000000385","","{""Q0"":""5ed590bf481c4512b168946f""}","","",""
"html-keyboard-response","5","113768","0.0-2.0-0.0","20","Low_HMMActual","29459.670000000187","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>In this task you will see black or white beads being pulled from jars. <br><br>On each trial, a bead will be pulled from one of two jars. Once you see this bead, your goal is to predict the color of NEXT bead that will be pulled. <br> <br>Every time you correctly guess the color of the NEXT bead, you will get a point. <br><br>Press the SPACEBAR to continue.</p><div>","32"
"html-keyboard-response","6","127408","0.0-2.0-1.0","20","Low_HMMActual","13640.449999998964","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>Jars are filled with 80% white or black beads and 20% of the opposite color mixed in.<br><br>Press the SPACEBAR to continue. </p><div>","32"
"image-keyboard-response","7","139138","0.0-2.0-2.0","20","Low_HMMActual","11728.74000000047","","","","resources/WhiteJar_HMM.png","32"
"image-keyboard-response","8","143626","0.0-2.0-3.0","20","Low_HMMActual","4487.255000000005","","","","resources/BlackJar_HMM.png","32"
"html-keyboard-response","9","148195","0.0-2.0-4.0","20","Low_HMMActual","4568.085000000778","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>There will be two blocks of trials. Each block will contain 500 trials. <br><br>Here are examples of what you will see on each trial.<br><br>Press the SPACEBAR to continue. </p><div>","32"
