"trial_type","trial_index","time_elapsed","internal_node_id","Script_Picker","Block_Type","rt","url","responses","question_order","stimulus","key_press"
"pavlovia","0","3","0.0-0.0","4","Low_HMMActual","","","","","",""
"external-html","1","43859","0.0-1.0-0.0","4","Low_HMMActual","43812.06500000553","consent.html","","","",""
"survey-multi-choice","2","53997","0.0-1.0-1.0","4","Low_HMMActual","10136.415000015404","","{""Q0"":""Male"",""Q1"":""White""}","[0,1]","",""
"survey-text","3","57278","0.0-1.0-2.0","4","Low_HMMActual","3278.814999968745","","{""Q0"":""36""}","","",""
"survey-text","4","62697","0.0-1.0-3.0","4","Low_HMMActual","5316.005000029691","","{""Q0"":""5eb2fb46015ad10ca062f378""}","","",""
"html-keyboard-response","5","106713","0.0-2.0-0.0","4","Low_HMMActual","43909.49999995064","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>In this task you will see black or white beads being pulled from jars. <br><br>On each trial, a bead will be pulled from one of two jars. Once you see this bead, your goal is to predict the color of NEXT bead that will be pulled. <br> <br>Every time you correctly guess the color of the NEXT bead, you will get a point. <br><br>Press the SPACEBAR to continue.</p><div>","32"
"html-keyboard-response","6","123062","0.0-2.0-1.0","4","Low_HMMActual","16348.200000007637","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>Jars are filled with 80% white or black beads and 20% of the opposite color mixed in.<br><br>Press the SPACEBAR to continue. </p><div>","32"
"image-keyboard-response","7","131679","0.0-2.0-2.0","4","Low_HMMActual","8613.494999997783","","","","resources/WhiteJar_HMM.png","32"
"image-keyboard-response","8","136086","0.0-2.0-3.0","4","Low_HMMActual","4405.780000030063","","","","resources/BlackJar_HMM.png","32"
"html-keyboard-response","9","142951","0.0-2.0-4.0","4","Low_HMMActual","6863.390000013169","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>There will be two blocks of trials. Each block will contain 500 trials. <br><br>Here are examples of what you will see on each trial.<br><br>Press the SPACEBAR to continue. </p><div>","32"
"image-keyboard-response","10","156406","0.0-2.0-5.0","4","Low_HMMActual","13453.475000045728","","","","Images/NoChoice.png","32"
"html-keyboard-response","11","226279","0.0-2.0-6.0","4","Low_HMMActual","69870.51499995869","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p> The jar the beads are pulled from is NOT choosen at random on each trial.<br><br>After each prediction, there will be a chance that the jars will switch, and that the next bead will be pulled from the opposite jar as the previous trial.<br><br>In each block, the chance that a jar will switch will either be LOW (the jars will not switch very often), or HIGH (the jars will switch almost all the time).<br><br>At the start of each block, you will be told the probability that the jars will switch on each trial. This switch probability will stay constant throughout the block.<br><br>We will now show you some examples of beads being drawn from jars. The bead will appear in the middle of the screen, and the jar the bead was pulled from will be indicated with a black rectangle.<br><br>Press the SPACEBAR to continue. </p><div>","32"
"image-keyboard-response","12","233974","0.0-2.0-7.0","4","Low_HMMActual","7693.6749999877065","","","","Images/TutorialWhiteJarDrawHMMC.png","32"
"image-keyboard-response","13","239422","0.0-2.0-8.0","4","Low_HMMActual","5446.379999979399","","","","Images/TutorialBlackJarDrawHMMC.png","32"
"image-keyboard-response","14","241782","0.0-2.0-9.0","4","Low_HMMActual","2358.1750000012107","","","","Images/TutorialBlackJarDrawHMMI.png","32"
"html-keyboard-response","15","273719","0.0-2.0-10.0","4","Low_HMMActual","31935.289999993984","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p> As you observed, a white bead was pulled from a 80% white jar, the jars switched and a black bead was pulled from the 80% black jar, but then a low-probability white bead was pulled from the 80% black jar. <br><br>This means that the color of the bead will not always match to the color of the jar it was pulled from.<br><br>Press SPACEBAR to conitnue.</p><div>","32"
"html-keyboard-response","16","276318","0.0-2.0-11.0","4","Low_HMMActual","2598.485000024084","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p> You will now be given a 2 question quiz to make sure you understand the task. </p><div>","32"
"image-keyboard-response","17","285255","0.0-2.0-12.0","4","Low_HMMActual","8934.149999986403","","","","Images/TutorialQuestion1.png","39"
"image-keyboard-response","18","293694","0.0-2.0-13.0","4","Low_HMMActual","6489.285000017844","","","","Images/TutorialQuestion2.png","38"
"html-keyboard-response","19","310360","0.0-3.0","4","Low_HMMActual","15325.605000020005","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>Loading episode&hellip;</p><div>","32"
